question,label
"Show me the highest water for CBYIU between September 21, 2023 and October 28, 2023.",data_download_interval
"What is the average radiometer at CBYSS.M2 from February 12, 2023 to March 23, 2023?",data_download_interval
"What is the lowest radiometer at CBYIJ.J1 from January 11, 2023 to February 03, 2023?",data_download_interval
"What is the mean salinity at CF240 from October 02, 2023 to October 13, 2023?",data_download_interval
"What is the average pressure at CBYSU.AC2 from December 20, 2023 to December 28, 2023?",data_download_interval
"What is the maximum conductivity at CBYIJ.J2 from April 28, 2023 to June 25, 2023?",data_download_interval
"What is the lowest temperature at CBYIP.K2 from January 05, 2023 to January 22, 2023?",data_download_interval
"What is the maximum sigma at CBYIU.AC2 from August 03, 2023 to September 23, 2023?",data_download_interval
"What is the lowest sigma at CBY from November 08, 2023 to December 27, 2023?",data_download_interval
"Show me the average sigma for CF240 between September 21, 2023 and October 04, 2023.",data_download_interval
"Show me the mean water for CBYSU between February 19, 2023 and March 30, 2023.",data_download_interval
"What is the maximum oxygen at CBYIP.D4 from October 16, 2023 to October 19, 2023?",data_download_interval
"What is the minimum level at CBYSU from May 31, 2023 to July 01, 2023?",data_download_interval
"What is the mean temperature at CBYIJ.J2 from May 25, 2023 to June 16, 2023?",data_download_interval
"What is the average pressure at CBYIP.K1 from March 03, 2023 to April 23, 2023?",data_download_interval
"What is the minimum volume at CBYIP.K2 from June 14, 2023 to June 28, 2023?",data_download_interval
"Show me the minimum salinity for CBYIU.AC2 between October 15, 2023 and October 30, 2023.",data_download_interval
"What is the lowest pressure at CBYSS.M2 from March 14, 2023 to March 23, 2023?",data_download_interval
"What is the minimum radiometer at CBYSU from August 14, 2023 to September 12, 2023?",data_download_interval
"Show me the lowest water for CBYSP between September 08, 2023 and November 07, 2023.",data_download_interval
"Show me the average temperature for CF240 between June 06, 2023 and June 17, 2023.",data_download_interval
"Show me the mean oxygen for CBYIP.D2 between December 17, 2023 and January 29, 2024.",data_download_interval
"What is the mean radiometer at CBYSU from April 10, 2023 to May 21, 2023?",data_download_interval
"What is the maximum oxygen at CBYIP.D1 from December 06, 2023 to December 21, 2023?",data_download_interval
"Show me the average salinity for CBYSU between October 23, 2023 and November 11, 2023.",data_download_interval
"What is the minimum water at CBYIP.D2 from May 10, 2023 to May 31, 2023?",data_download_interval
"What is the maximum level at CBYIP.D3 from December 04, 2023 to December 07, 2023?",data_download_interval
"What is the maximum sigma at CBYIP.D1 from September 28, 2023 to October 13, 2023?",data_download_interval
"What is the mean pressure at CBYSU from April 20, 2023 to May 28, 2023?",data_download_interval
"Show me the average oxygen for CBYIU.AC1 between March 30, 2023 and April 30, 2023.",data_download_interval
"Show me the mean conductivity for CBYSU between February 04, 2023 and March 07, 2023.",data_download_interval
"Show me the mean pressure for CBYIJ.J2 between January 16, 2023 and March 10, 2023.",data_download_interval
"Show me the highest conductivity for CBYIU.AC4 between July 10, 2023 and August 13, 2023.",data_download_interval
"Show me the lowest conductivity for CBYIP.K1 between March 15, 2023 and April 14, 2023.",data_download_interval
"What is the highest radiometer at CBYIP.K1 from July 22, 2023 to August 20, 2023?",data_download_interval
"What is the average water at CBYIP.K3 from September 17, 2023 to September 28, 2023?",data_download_interval
"Show me the highest pressure for CBYSU.AC2 between August 26, 2023 and September 19, 2023.",data_download_interval
"What is the minimum oxygen at CBYIP.D4 from February 02, 2023 to February 09, 2023?",data_download_interval
"What is the highest oxygen at CBYIU.AC2 from April 21, 2023 to June 07, 2023?",data_download_interval
"What is the lowest volume at CBYIU.AC3 from October 20, 2023 to November 04, 2023?",data_download_interval
"What is the highest temperature at CBY from November 17, 2023 to January 06, 2024?",data_download_interval
"Show me the maximum level for CBYIU.AC4 between March 22, 2023 and March 26, 2023.",data_download_interval
"Show me the highest pressure for CBYIP.D4 between July 21, 2023 and July 29, 2023.",data_download_interval
