## BEGIN HEADER
#
##------------------------------------------------------------------------------
## Origin Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#SOURCE:   "Ocean Networks Canada Data Archive"  / Citation Author
#HTTP:      http://www.oceannetworks.ca          / Citation Publication Site
#HOME:     "University of Victoria, Canada"      / Citation Publication Location
#FLDATE:    2025-07-28T20:59:16.510Z  / File Creation Date = Date for Citation
#CITATION: "Ocean Networks Canada Society. 2024. Cambridge Bay Conductivity Temperature Depth Deployed 2024-08-29. Ocean Networks Canada Society. https://doi.org/10.34943/83c71dca-11d5-41f4-81c1-fa03bfb1f4a8. Subset Query: 31682819. Accessed 2025-07-28."  / Citation Title
#METADATF:  CambridgeBay_UnderwaterNetwork_ConductivityTemperatureDepth_20250701T000000Z_20250702T000000Z-clean_MinMax1minute_CSV_META.xml  / Metadata file name
#SEARCHID:  51625886                             / DMAS Search ID from Oceans3.0
#
##------------------------------------------------------------------------------
## Location Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#STNNAME:   OceanNetworksCanada-Arctic-CambridgeBay-UnderwaterNetwork  / Station Name 
#STNCODE:   CBYIP                                / Station Code 
#LATITUDE:     69.113000                         / Latitude North
#LONGITUDE:  -105.064500                         / Longitude East
#DEPTH:         9.0                              / Depth (m)
#
##------------------------------------------------------------------------------
## Device Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DEVCAT: Conductivity Temperature Depth          / Device Category
#DEVTOT:    1  / Total number of Device Deployments contributing to data
#
#DEPLDATE1: 2025-07-01T00:00:00.000Z             / Device 1 Deployment Date
#DEVNAME1: "Sea-Bird SeaCAT SBE19plus V2 7128"   / Device Name of Device 1
#DEVCODE1:  SBECTD19p7128                        / Device Code of Device 1
#DEVID1:    23830                                / Device ID of Device 1
#
##------------------------------------------------------------------------------
## Data Section - more information in Metadata file or Oceans 3.0
##------------------------------------------------------------------------------
#DATEFROM:  2025-07-01T00:00:00.000Z             / Data Start Time
#DATETO:    2025-07-02T00:00:00.000Z             / Data End Time
#PERIODTOT: 1                                    / Number of Sample Periods
#PERIODST1: 2024-03-19T00:00:00.000Z             / Sample Period 1 Start Time
#PERIOD1:   1                                    / Sensor Sample Period 1 (s)
#RESAMPPRD: 60                                   / Resample Period (s)
#RESAMPTYP: Min/Max                              / Resample Type
#RESAMPMIN: 70%  / Minimum percent valid data per resample
#RESAMPDCR: Minimum and maximum values within resample period  / Resample Description
#TOTSAMPLE: 1440                                 / Samples in File
#TOTSMPEXP: 1440                                 / Samples expected
#DPOPTGAPS: None  / Data Gaps: None - Do not fill gaps 
#DPOPTQC:   Clean  / Quality Control: Clean Data - replace data that have QAQC flags 3 or 4 with NaNs 
#QAREMARK:  None                                 / Quality Assurance Remarks
#
#"QC Flag (0-9): 0 = no QC; 1 = good; 2 = probably good, use with caution; 3 = probably bad; 4 = bad; 6 = bad down-sampling; 7 = Averaged value; 8 = Interpolated Value; 9 = Missing Value (NaN). See metadata for more information."
#"Time UTC (yyyy-mm-ddThh:mm:ss.fffZ)", "Conductivity Count", "Conductivity Max Value", "Conductivity Max Date", "Conductivity Max QC Flag", "Conductivity Min Value", "Conductivity Min Date", "Conductivity Min QC Flag", "Density Count", "Density Max Value", "Density Max Date", "Density Max QC Flag", "Density Min Value", "Density Min Date", "Density Min QC Flag", "Depth Count", "Depth Max Value", "Depth Max Date", "Depth Max QC Flag", "Depth Min Value", "Depth Min Date", "Depth Min QC Flag", "Practical Salinity Count", "Practical Salinity Max Value", "Practical Salinity Max Date", "Practical Salinity Max QC Flag", "Practical Salinity Min Value", "Practical Salinity Min Date", "Practical Salinity Min QC Flag", "Pressure Count", "Pressure Max Value", "Pressure Max Date", "Pressure Max QC Flag", "Pressure Min Value", "Pressure Min Date", "Pressure Min QC Flag", "Sigma-t Count", "Sigma-t Max Value", "Sigma-t Max Date", "Sigma-t Max QC Flag", "Sigma-t Min Value", "Sigma-t Min Date", "Sigma-t Min QC Flag", "Sigma-theta (0 dbar) Count", "Sigma-theta (0 dbar) Max Value", "Sigma-theta (0 dbar) Max Date", "Sigma-theta (0 dbar) Max QC Flag", "Sigma-theta (0 dbar) Min Value", "Sigma-theta (0 dbar) Min Date", "Sigma-theta (0 dbar) Min QC Flag", "Sound Speed Count", "Sound Speed Max Value", "Sound Speed Max Date", "Sound Speed Max QC Flag", "Sound Speed Min Value", "Sound Speed Min Date", "Sound Speed Min QC Flag", "Temperature Count", "Temperature Max Value", "Temperature Max Date", "Temperature Max QC Flag", "Temperature Min Value", "Temperature Min Date", "Temperature Min QC Flag"
## END HEADER
2025-07-01T03:46:30.000Z, 60, 2.38689, 2025-07-01T03:46:00.184Z, 1, 2.38643, 2025-07-01T03:46:59.179Z, 1, 60, 1022.657586833, 2025-07-01T03:46:59.179Z, 1, 1022.650892538, 2025-07-01T03:46:14.179Z, 1, 60, 9.09, 2025-07-01T03:46:59.179Z, 1, 9.09, 2025-07-01T03:46:59.179Z, 1, 60, 28.1919, 2025-07-01T03:46:59.179Z, 1, 28.1841, 2025-07-01T03:46:14.179Z, 1, 60, 9.183, 2025-07-01T03:46:11.180Z, 1, 9.18, 2025-07-01T03:46:59.179Z, 1, 60, 22.613324906, 2025-07-01T03:46:59.179Z, 1, 22.606623934, 2025-07-01T03:46:14.179Z, 1, 60, 22.61333174, 2025-07-01T03:46:59.179Z, 1, 22.606630832, 2025-07-01T03:46:14.179Z, 1, 60, 1440.297, 2025-07-01T03:46:05.179Z, 1, 1440.244, 2025-07-01T03:46:59.179Z, 1, 60, 0.025, 2025-07-01T03:46:05.179Z, 1, 0.0116, 2025-07-01T03:46:59.179Z, 1
2025-07-01T03:47:30.000Z, 60, 2.38642, 2025-07-01T03:47:00.179Z, 1, 2.38468, 2025-07-01T03:47:59.193Z, 1, 60, 1022.700651866, 2025-07-01T03:47:59.193Z, 1, 1022.657923924, 2025-07-01T03:47:00.179Z, 1, 60, 9.09, 2025-07-01T03:47:58.179Z, 1, 9.08, 2025-07-01T03:47:59.193Z, 1, 60, 28.2422, 2025-07-01T03:47:59.193Z, 1, 28.1923, 2025-07-01T03:47:00.179Z, 1, 60, 9.181, 2025-07-01T03:47:07.179Z, 1, 9.177, 2025-07-01T03:47:59.193Z, 1, 60, 22.65638625, 2025-07-01T03:47:59.193Z, 1, 22.613666682, 2025-07-01T03:47:00.179Z, 1, 60, 22.656392704, 2025-07-01T03:47:59.193Z, 1, 22.613673512, 2025-07-01T03:47:00.179Z, 1, 60, 1440.242, 2025-07-01T03:47:00.179Z, 1, 1439.941, 2025-07-01T03:47:59.193Z, 1, 60, 0.011, 2025-07-01T03:47:00.179Z, 1, -0.0674, 2025-07-01T03:47:59.193Z, 1
2025-07-01T03:48:30.000Z, 60, 2.38462, 2025-07-01T03:48:00.179Z, 1, 2.38218, 2025-07-01T03:48:59.178Z, 1, 60, 1022.728822341, 2025-07-01T03:48:51.179Z, 1, 1022.701685619, 2025-07-01T03:48:00.179Z, 1, 60, 9.09, 2025-07-01T03:48:51.179Z, 1, 9.08, 2025-07-01T03:48:59.178Z, 1, 60, 28.2746, 2025-07-01T03:48:51.179Z, 1, 28.2434, 2025-07-01T03:48:00.179Z, 1, 60, 9.179, 2025-07-01T03:48:03.179Z, 1, 9.175, 2025-07-01T03:48:59.178Z, 1, 60, 22.684536056, 2025-07-01T03:48:51.179Z, 1, 22.657419509, 2025-07-01T03:48:00.179Z, 1, 60, 22.684542193, 2025-07-01T03:48:51.179Z, 1, 22.657425952, 2025-07-01T03:48:00.179Z, 1, 60, 1439.933, 2025-07-01T03:48:00.179Z, 1, 1439.664, 2025-07-01T03:48:59.178Z, 1, 60, -0.0695, 2025-07-01T03:48:00.179Z, 1, -0.1352, 2025-07-01T03:48:59.178Z, 1
2025-07-01T03:49:30.000Z, 60, 2.38215, 2025-07-01T03:49:00.183Z, 1, 2.3804, 2025-07-01T03:49:58.203Z, 1, 60, 1022.743444299, 2025-07-01T03:49:59.202Z, 1, 1022.727282494, 2025-07-01T03:49:00.183Z, 1, 60, 9.08, 2025-07-01T03:49:59.202Z, 1, 9.08, 2025-07-01T03:49:59.202Z, 1, 60, 28.291, 2025-07-01T03:49:59.202Z, 1, 28.2726, 2025-07-01T03:49:00.183Z, 1, 60, 9.177, 2025-07-01T03:49:08.180Z, 1, 9.174, 2025-07-01T03:49:59.202Z, 1, 60, 22.699165509, 2025-07-01T03:49:59.202Z, 1, 22.683004935, 2025-07-01T03:49:00.183Z, 1, 60, 22.699171415, 2025-07-01T03:49:59.202Z, 1, 22.683011053, 2025-07-01T03:49:00.183Z, 1, 60, 1439.663, 2025-07-01T03:49:00.183Z, 1, 1439.481, 2025-07-01T03:49:59.202Z, 1, 60, -0.1356, 2025-07-01T03:49:00.183Z, 1, -0.1794, 2025-07-01T03:49:59.202Z, 1
2025-07-01T03:50:30.000Z, 60, 2.38415, 2025-07-01T03:50:59.202Z, 1, 2.38039, 2025-07-01T03:50:06.203Z, 1, 60, 1022.763597844, 2025-07-01T03:50:59.202Z, 1, 1022.74436171, 2025-07-01T03:50:00.202Z, 1, 60, 9.08, 2025-07-01T03:50:59.202Z, 1, 9.08, 2025-07-01T03:50:59.202Z, 1, 60, 28.3169, 2025-07-01T03:50:59.202Z, 1, 28.2921, 2025-07-01T03:50:00.202Z, 1, 60, 9.175, 2025-07-01T03:50:37.237Z, 1, 9.172, 2025-07-01T03:50:58.202Z, 1, 60, 22.719332808, 2025-07-01T03:50:59.202Z, 1, 22.700082727, 2025-07-01T03:50:00.202Z, 1, 60, 22.719338872, 2025-07-01T03:50:59.202Z, 1, 22.700088629, 2025-07-01T03:50:00.202Z, 1, 60, 1439.629, 2025-07-01T03:50:59.202Z, 1, 1439.466, 2025-07-01T03:50:05.202Z, 1, 60, -0.1552, 2025-07-01T03:50:59.202Z, 1, -0.1848, 2025-07-01T03:50:14.203Z, 1
2025-07-01T03:51:30.000Z, 60, 2.3852, 2025-07-01T03:51:52.202Z, 1, 2.38419, 2025-07-01T03:51:00.202Z, 1, 60, 1022.775245877, 2025-07-01T03:51:59.201Z, 1, 1022.763834996, 2025-07-01T03:51:00.202Z, 1, 60, 9.08, 2025-07-01T03:51:59.201Z, 1, 9.08, 2025-07-01T03:51:59.201Z, 1, 60, 28.3313, 2025-07-01T03:51:59.201Z, 1, 28.3172, 2025-07-01T03:51:00.202Z, 1, 60, 9.173, 2025-07-01T03:51:21.202Z, 1, 9.17, 2025-07-01T03:51:58.201Z, 1, 60, 22.730991258, 2025-07-01T03:51:59.201Z, 1, 22.719574809, 2025-07-01T03:51:00.202Z, 1, 60, 22.73099733, 2025-07-01T03:51:59.201Z, 1, 22.719580872, 2025-07-01T03:51:00.202Z, 1, 60, 1439.66, 2025-07-01T03:51:47.204Z, 1, 1439.63, 2025-07-01T03:51:00.202Z, 1, 60, -0.1512, 2025-07-01T03:51:33.201Z, 1, -0.1566, 2025-07-01T03:51:59.201Z, 1
2025-07-01T03:52:30.000Z, 60, 2.38524, 2025-07-01T03:52:42.201Z, 1, 2.38493, 2025-07-01T03:52:22.202Z, 1, 60, 1022.786618949, 2025-07-01T03:52:59.200Z, 1, 1022.775495248, 2025-07-01T03:52:00.206Z, 1, 60, 9.08, 2025-07-01T03:52:59.200Z, 1, 9.08, 2025-07-01T03:52:59.200Z, 1, 60, 28.3448, 2025-07-01T03:52:59.200Z, 1, 28.3316, 2025-07-01T03:52:00.206Z, 1, 60, 9.172, 2025-07-01T03:52:04.207Z, 1, 9.168, 2025-07-01T03:52:57.201Z, 1, 60, 22.742370499, 2025-07-01T03:52:59.200Z, 1, 22.731245366, 2025-07-01T03:52:00.206Z, 1, 60, 22.7423765, 2025-07-01T03:52:59.200Z, 1, 22.731251436, 2025-07-01T03:52:00.206Z, 1, 60, 1439.641, 2025-07-01T03:52:00.206Z, 1, 1439.584, 2025-07-01T03:52:59.200Z, 1, 60, -0.157, 2025-07-01T03:52:00.206Z, 1, -0.1728, 2025-07-01T03:52:59.200Z, 1
2025-07-01T03:53:30.000Z, 60, 2.38504, 2025-07-01T03:53:03.201Z, 1, 2.38241, 2025-07-01T03:53:55.213Z, 1, 60, 1022.801641587, 2025-07-01T03:53:49.200Z, 1, 1022.786020936, 2025-07-01T03:53:22.200Z, 1, 60, 9.08, 2025-07-01T03:53:57.201Z, 1, 9.07, 2025-07-01T03:53:59.200Z, 1, 60, 28.3614, 2025-07-01T03:53:49.200Z, 1, 28.3435, 2025-07-01T03:53:22.200Z, 1, 60, 9.17, 2025-07-01T03:53:08.201Z, 1, 9.167, 2025-07-01T03:53:59.200Z, 1, 60, 22.757388676, 2025-07-01T03:53:49.200Z, 1, 22.741768174, 2025-07-01T03:53:22.200Z, 1, 60, 22.757394408, 2025-07-01T03:53:49.200Z, 1, 22.741774094, 2025-07-01T03:53:22.200Z, 1, 60, 1439.582, 2025-07-01T03:53:00.201Z, 1, 1439.349, 2025-07-01T03:53:49.200Z, 1, 60, -0.1735, 2025-07-01T03:53:00.201Z, 1, -0.2275, 2025-07-01T03:53:49.200Z, 1
2025-07-01T03:54:30.000Z, 60, 2.38354, 2025-07-01T03:54:21.200Z, 1, 2.38027, 2025-07-01T03:54:58.200Z, 1, 60, 1022.802131612, 2025-07-01T03:54:08.200Z, 1, 1022.789322257, 2025-07-01T03:54:25.200Z, 1, 60, 9.08, 2025-07-01T03:54:56.199Z, 1, 9.07, 2025-07-01T03:54:59.200Z, 1, 60, 28.362, 2025-07-01T03:54:08.200Z, 1, 28.3468, 2025-07-01T03:54:55.199Z, 1, 60, 9.168, 2025-07-01T03:54:56.199Z, 1, 9.166, 2025-07-01T03:54:59.200Z, 1, 60, 22.757878694, 2025-07-01T03:54:08.200Z, 1, 22.745080394, 2025-07-01T03:54:25.200Z, 1, 60, 22.757884424, 2025-07-01T03:54:08.200Z, 1, 22.745086244, 2025-07-01T03:54:25.200Z, 1, 60, 1439.461, 2025-07-01T03:54:17.216Z, 1, 1439.249, 2025-07-01T03:54:59.200Z, 1, 60, -0.2001, 2025-07-01T03:54:17.216Z, 1, -0.2461, 2025-07-01T03:54:59.200Z, 1
2025-07-01T03:55:30.000Z, 60, 2.38261, 2025-07-01T03:55:58.199Z, 1, 2.38052, 2025-07-01T03:55:00.204Z, 1, 60, 1022.804494356, 2025-07-01T03:55:09.200Z, 1, 1022.793611873, 2025-07-01T03:55:27.215Z, 1, 60, 9.07, 2025-07-01T03:55:59.199Z, 1, 9.07, 2025-07-01T03:55:59.199Z, 1, 60, 28.3645, 2025-07-01T03:55:09.200Z, 1, 28.3513, 2025-07-01T03:55:27.215Z, 1, 60, 9.167, 2025-07-01T03:55:57.199Z, 1, 9.165, 2025-07-01T03:55:59.199Z, 1, 60, 22.76023833, 2025-07-01T03:55:09.200Z, 1, 22.749361785, 2025-07-01T03:55:27.215Z, 1, 60, 22.760244003, 2025-07-01T03:55:09.200Z, 1, 22.749367482, 2025-07-01T03:55:27.215Z, 1, 60, 1439.391, 2025-07-01T03:55:56.199Z, 1, 1439.246, 2025-07-01T03:55:00.204Z, 1, 60, -0.2161, 2025-07-01T03:55:55.199Z, 1, -0.248, 2025-07-01T03:55:01.213Z, 1
2025-07-01T03:56:30.000Z, 60, 2.38391, 2025-07-01T03:56:57.199Z, 1, 2.38233, 2025-07-01T03:56:02.199Z, 1, 60, 1022.802410637, 2025-07-01T03:56:09.202Z, 1, 1022.754374635, 2025-07-01T03:56:45.199Z, 1, 60, 9.07, 2025-07-01T03:56:59.198Z, 1, 9.07, 2025-07-01T03:56:59.198Z, 1, 60, 28.3627, 2025-07-01T03:56:09.202Z, 1, 28.3057, 2025-07-01T03:56:45.199Z, 1, 60, 9.167, 2025-07-01T03:56:36.200Z, 1, 9.164, 2025-07-01T03:56:37.199Z, 1, 60, 22.758170057, 2025-07-01T03:56:09.202Z, 1, 22.710143909, 2025-07-01T03:56:45.199Z, 1, 60, 22.758175836, 2025-07-01T03:56:09.202Z, 1, 22.710149982, 2025-07-01T03:56:45.199Z, 1, 60, 1439.639, 2025-07-01T03:56:44.198Z, 1, 1439.373, 2025-07-01T03:56:02.199Z, 1, 60, -0.1501, 2025-07-01T03:56:45.199Z, 1, -0.2202, 2025-07-01T03:56:02.199Z, 1
2025-07-01T03:57:30.000Z, 60, 2.38434, 2025-07-01T03:57:22.201Z, 1, 2.38331, 2025-07-01T03:57:45.198Z, 1, 60, 1022.759238554, 2025-07-01T03:57:00.198Z, 1, 1022.663944231, 2025-07-01T03:57:47.200Z, 1, 60, 9.07, 2025-07-01T03:57:59.198Z, 1, 9.07, 2025-07-01T03:57:59.198Z, 1, 60, 28.3116, 2025-07-01T03:57:00.198Z, 1, 28.198, 2025-07-01T03:57:47.200Z, 1, 60, 9.167, 2025-07-01T03:57:35.198Z, 1, 9.164, 2025-07-01T03:57:45.198Z, 1, 60, 22.715012114, 2025-07-01T03:57:00.198Z, 1, 22.619741925, 2025-07-01T03:57:47.200Z, 1, 60, 22.715018174, 2025-07-01T03:57:00.198Z, 1, 22.619748492, 2025-07-01T03:57:47.200Z, 1, 60, 1440.032, 2025-07-01T03:57:47.200Z, 1, 1439.63, 2025-07-01T03:57:00.198Z, 1, 60, -0.0354, 2025-07-01T03:57:47.200Z, 1, -0.1537, 2025-07-01T03:57:00.198Z, 1
2025-07-01T03:58:30.000Z, 60, 2.38381, 2025-07-01T03:58:58.197Z, 1, 2.38218, 2025-07-01T03:58:15.198Z, 1, 60, 1022.67458754, 2025-07-01T03:58:17.198Z, 1, 1022.649283143, 2025-07-01T03:58:59.197Z, 1, 60, 9.07, 2025-07-01T03:58:59.197Z, 1, 9.07, 2025-07-01T03:58:59.197Z, 1, 60, 28.21, 2025-07-01T03:58:18.198Z, 1, 28.1807, 2025-07-01T03:58:59.197Z, 1, 60, 9.166, 2025-07-01T03:58:45.197Z, 1, 9.164, 2025-07-01T03:58:59.197Z, 1, 60, 22.630377601, 2025-07-01T03:58:17.198Z, 1, 22.605090498, 2025-07-01T03:58:59.197Z, 1, 60, 22.630384014, 2025-07-01T03:58:17.198Z, 1, 22.605097167, 2025-07-01T03:58:59.197Z, 1, 60, 1440.113, 2025-07-01T03:58:59.197Z, 1, 1439.899, 2025-07-01T03:58:15.198Z, 1, 60, -0.0132, 2025-07-01T03:58:59.197Z, 1, -0.0672, 2025-07-01T03:58:15.198Z, 1
2025-07-01T03:59:30.000Z, 60, 2.38525, 2025-07-01T03:59:53.201Z, 1, 2.38371, 2025-07-01T03:59:00.197Z, 1, 60, 1022.652414946, 2025-07-01T03:59:01.197Z, 1, 1022.595074633, 2025-07-01T03:59:51.211Z, 1, 60, 9.07, 2025-07-01T03:59:59.196Z, 1, 9.07, 2025-07-01T03:59:59.196Z, 1, 60, 28.1844, 2025-07-01T03:59:01.197Z, 1, 28.117, 2025-07-01T03:59:51.211Z, 1, 60, 9.166, 2025-07-01T03:59:53.201Z, 1, 9.163, 2025-07-01T03:59:03.197Z, 1, 60, 22.608226074, 2025-07-01T03:59:01.197Z, 1, 22.550901492, 2025-07-01T03:59:51.211Z, 1, 60, 22.60823272, 2025-07-01T03:59:01.197Z, 1, 22.550908579, 2025-07-01T03:59:51.211Z, 1, 60, 1440.439, 2025-07-01T03:59:52.196Z, 1, 1440.095, 2025-07-01T03:59:01.197Z, 1, 60, 0.0747, 2025-07-01T03:59:51.211Z, 1, -0.018, 2025-07-01T03:59:01.197Z, 1
2025-07-01T04:00:30.000Z, 60, 2.38572, 2025-07-01T04:00:59.195Z, 1, 2.3852, 2025-07-01T04:00:01.199Z, 1, 60, 1022.623460367, 2025-07-01T04:00:04.198Z, 1, 1022.592707804, 2025-07-01T04:00:58.209Z, 1, 60, 9.07, 2025-07-01T04:00:59.195Z, 1, 9.07, 2025-07-01T04:00:59.195Z, 1, 60, 28.1508, 2025-07-01T04:00:04.198Z, 1, 28.1145, 2025-07-01T04:00:58.209Z, 1, 60, 9.165, 2025-07-01T04:00:43.198Z, 1, 9.163, 2025-07-01T04:00:57.196Z, 1, 60, 22.579280202, 2025-07-01T04:00:04.198Z, 1, 22.548537427, 2025-07-01T04:00:58.209Z, 1, 60, 22.579287132, 2025-07-01T04:00:04.198Z, 1, 22.548544571, 2025-07-01T04:00:58.209Z, 1, 60, 1440.485, 2025-07-01T04:00:59.195Z, 1, 1440.321, 2025-07-01T04:00:04.198Z, 1, 60, 0.0853, 2025-07-01T04:00:59.195Z, 1, 0.0399, 2025-07-01T04:00:04.198Z, 1
2025-07-01T04:01:30.000Z, 60, 2.38612, 2025-07-01T04:01:38.195Z, 1, 2.38575, 2025-07-01T04:01:00.200Z, 1, 60, 1022.595438632, 2025-07-01T04:01:01.195Z, 1, 1022.575844381, 2025-07-01T04:01:59.195Z, 1, 60, 9.07, 2025-07-01T04:01:59.195Z, 1, 9.07, 2025-07-01T04:01:59.195Z, 1, 60, 28.1178, 2025-07-01T04:01:01.195Z, 1, 28.0947, 2025-07-01T04:01:59.195Z, 1, 60, 9.165, 2025-07-01T04:01:23.195Z, 1, 9.162, 2025-07-01T04:01:59.195Z, 1, 60, 22.551272696, 2025-07-01T04:01:01.195Z, 1, 22.531689569, 2025-07-01T04:01:59.195Z, 1, 60, 22.551279831, 2025-07-01T04:01:01.195Z, 1, 22.531696842, 2025-07-01T04:01:59.195Z, 1, 60, 1440.584, 2025-07-01T04:01:59.195Z, 1, 1440.479, 2025-07-01T04:01:01.195Z, 1, 60, 0.1122, 2025-07-01T04:01:59.195Z, 1, 0.083, 2025-07-01T04:01:01.195Z, 1
2025-07-01T04:02:30.000Z, 60, 2.38618, 2025-07-01T04:02:27.209Z, 1, 2.38602, 2025-07-01T04:02:53.200Z, 1, 60, 1022.576080812, 2025-07-01T04:02:02.195Z, 1, 1022.566168139, 2025-07-01T04:02:59.195Z, 1, 60, 9.07, 2025-07-01T04:02:59.195Z, 1, 9.07, 2025-07-01T04:02:59.195Z, 1, 60, 28.095, 2025-07-01T04:02:02.195Z, 1, 28.0832, 2025-07-01T04:02:59.195Z, 1, 60, 9.164, 2025-07-01T04:02:41.195Z, 1, 9.161, 2025-07-01T04:02:53.200Z, 1, 60, 22.531921289, 2025-07-01T04:02:02.195Z, 1, 22.522015811, 2025-07-01T04:02:59.195Z, 1, 60, 22.531928565, 2025-07-01T04:02:02.195Z, 1, 22.522023141, 2025-07-01T04:02:59.195Z, 1, 60, 1440.626, 2025-07-01T04:02:59.195Z, 1, 1440.586, 2025-07-01T04:02:03.195Z, 1, 60, 0.1244, 2025-07-01T04:02:59.195Z, 1, 0.1125, 2025-07-01T04:02:02.195Z, 1
2025-07-01T04:03:30.000Z, 60, 2.3861, 2025-07-01T04:03:09.195Z, 1, 2.38499, 2025-07-01T04:03:59.194Z, 1, 60, 1022.565832375, 2025-07-01T04:03:00.195Z, 1, 1022.555187432, 2025-07-01T04:03:49.195Z, 1, 60, 9.07, 2025-07-01T04:03:59.194Z, 1, 9.07, 2025-07-01T04:03:59.194Z, 1, 60, 28.0828, 2025-07-01T04:03:00.195Z, 1, 28.0697, 2025-07-01T04:03:50.194Z, 1, 60, 9.163, 2025-07-01T04:03:33.208Z, 1, 9.161, 2025-07-01T04:03:59.194Z, 1, 60, 22.521680127, 2025-07-01T04:03:00.195Z, 1, 22.511034887, 2025-07-01T04:03:49.195Z, 1, 60, 22.521687458, 2025-07-01T04:03:00.195Z, 1, 22.511042217, 2025-07-01T04:03:49.195Z, 1, 60, 1440.637, 2025-07-01T04:03:14.200Z, 1, 1440.604, 2025-07-01T04:03:59.194Z, 1, 60, 0.1292, 2025-07-01T04:03:33.208Z, 1, 0.1233, 2025-07-01T04:03:59.194Z, 1
2025-07-01T04:04:30.000Z, 60, 2.38498, 2025-07-01T04:04:00.199Z, 1, 2.38467, 2025-07-01T04:04:59.194Z, 1, 60, 1022.556143454, 2025-07-01T04:04:02.194Z, 1, 1022.554322728, 2025-07-01T04:04:33.194Z, 1, 60, 9.07, 2025-07-01T04:04:59.194Z, 1, 9.07, 2025-07-01T04:04:59.194Z, 1, 60, 28.0707, 2025-07-01T04:04:02.194Z, 1, 28.0684, 2025-07-01T04:04:33.194Z, 1, 60, 9.162, 2025-07-01T04:04:40.207Z, 1, 9.16, 2025-07-01T04:04:59.194Z, 1, 60, 22.511994524, 2025-07-01T04:04:02.194Z, 1, 22.510174784, 2025-07-01T04:04:31.193Z, 1, 60, 22.512001828, 2025-07-01T04:04:02.194Z, 1, 22.510182079, 2025-07-01T04:04:31.193Z, 1, 60, 1440.603, 2025-07-01T04:04:00.199Z, 1, 1440.589, 2025-07-01T04:04:59.194Z, 1, 60, 0.1231, 2025-07-01T04:04:00.199Z, 1, 0.1207, 2025-07-01T04:04:59.194Z, 1
2025-07-01T04:05:30.000Z, 60, 2.38487, 2025-07-01T04:05:31.193Z, 1, 2.38422, 2025-07-01T04:05:58.195Z, 1, 60, 1022.556194003, 2025-07-01T04:05:30.193Z, 1, 1022.554106281, 2025-07-01T04:05:50.193Z, 1, 60, 9.07, 2025-07-01T04:05:59.193Z, 1, 9.07, 2025-07-01T04:05:59.193Z, 1, 60, 28.0707, 2025-07-01T04:05:31.193Z, 1, 28.068, 2025-07-01T04:05:52.193Z, 1, 60, 9.162, 2025-07-01T04:05:07.200Z, 1, 9.159, 2025-07-01T04:05:41.193Z, 1, 60, 22.512044653, 2025-07-01T04:05:30.193Z, 1, 22.509955989, 2025-07-01T04:05:50.193Z, 1, 60, 22.512051949, 2025-07-01T04:05:30.193Z, 1, 22.509963266, 2025-07-01T04:05:50.193Z, 1, 60, 1440.596, 2025-07-01T04:05:32.193Z, 1, 1440.558, 2025-07-01T04:05:59.193Z, 1, 60, 0.1216, 2025-07-01T04:05:34.193Z, 1, 0.1138, 2025-07-01T04:05:59.193Z, 1
2025-07-01T04:06:30.000Z, 60, 2.38422, 2025-07-01T04:06:03.193Z, 1, 2.38378, 2025-07-01T04:06:53.193Z, 1, 60, 1022.557332224, 2025-07-01T04:06:44.192Z, 1, 1022.554256064, 2025-07-01T04:06:13.193Z, 1, 60, 9.07, 2025-07-01T04:06:59.193Z, 1, 9.07, 2025-07-01T04:06:59.193Z, 1, 60, 28.0715, 2025-07-01T04:06:44.192Z, 1, 28.068, 2025-07-01T04:06:17.193Z, 1, 60, 9.161, 2025-07-01T04:06:44.192Z, 1, 9.159, 2025-07-01T04:06:59.193Z, 1, 60, 22.513178834, 2025-07-01T04:06:44.192Z, 1, 22.510109307, 2025-07-01T04:06:13.193Z, 1, 60, 22.513186045, 2025-07-01T04:06:44.192Z, 1, 22.510116556, 2025-07-01T04:06:13.193Z, 1, 60, 1440.558, 2025-07-01T04:06:13.193Z, 1, 1440.527, 2025-07-01T04:06:53.193Z, 1, 60, 0.1142, 2025-07-01T04:06:13.193Z, 1, 0.1066, 2025-07-01T04:06:45.193Z, 1
